Id,Habitability_score
0x58ab,76.23
0x1e9e,85.42
0x96f2,80.2
0x5a4b,68.66
0x3901,81.46
0x687f,62.45
0xa470,75.05
0xa5ac,40.91
0x64a7,74.47
0x1c2e,80.38
0x3a8a,77.56
0x6166,81.87
0x2c6f,81.74
0x1e22,78.71
0x8ab7,74.24
0xc8fb,77.01
0x7472,68.72
0xbf61,69.31
0x48ae,75.21
0x3135,75.91
0xa86c,76.67
0x78c,71.68
0xa967,75.42
0x34f1,50.97
0x9010,62.16
0x109b,79.47
0x5d68,34.0
0x840d,73.37
0x510b,77.09
0xbd6c,79.9
0x647b,77.93
0x59a9,58.65
0x92c2,71.31
0x8673,76.53
0x4346,81.49
0x231e,74.15
0xb3cc,53.08
0x28e3,38.35
0x8b4a,39.11
0x42a7,79.0
0x52e0,79.61
0x8c8c,82.19
0x168b,85.56
0x4b80,76.69
0x2861,80.34
0xaf5,78.82
0x8915,87.38
0x8b61,77.29
0x3398,75.04
0xd4a,75.17
0x2db1,81.04
0x2dcf,81.62
0xa5c8,79.73
0xb6db,21.95
0x5ec8,70.56
0x9436,80.7
0x3d28,65.28
0x97ec,72.36
0x6f9b,80.14
0x1e3f,78.98
0xba5b,87.9
0x6a93,78.57
0x7c90,80.7
0x4bfd,79.99
0x5933,72.26
0x1ea8,88.45
0x5705,90.5
0xc3a4,78.33
0x3144,90.17
0x3d8c,78.37
0x6a97,80.65
0xadc0,74.62
0x70e7,74.39
0x1e88,74.05
0x3889,47.44
0x65c,80.23
0x34d8,72.42
0x6fc4,78.02
0x6f4,66.58
0x1a07,71.2
0x5cd2,61.96
0x59ef,71.07
0x5dd2,72.8
0x896d,60.23
0x3eca,79.83
0x5460,82.47
0x68f4,72.95
0x5cc8,79.96
0x7fc2,75.35
0x175b,79.56
0x28d3,81.2
0x1da8,69.65
0x902c,72.84
0x27ef,78.48
0xc87e,23.69
0x8d55,82.99
0xbc88,65.24
0x458b,82.88
0x86cd,38.31
0x579b,80.16
0x94fa,80.56
0xb5f1,87.3
0xc18c,80.1
0xc7d2,73.53
0x76f9,72.58
0xab4d,77.91
0xae9d,82.77
0x15e5,38.43
0x6e2c,74.92
0xc473,81.8
0xc7e5,79.01
0xa283,78.46
0x35ae,77.97
0x85bb,77.91
0x4c7e,80.81
0x2a0d,62.96
0x19f2,79.73
0x11cd,70.96
0xb03f,53.83
0x26a1,75.21
0x95e,81.97
0x7429,75.11
0x2518,20.58
0x2246,80.79
0xbcf4,86.83
0x4a6a,82.64
0x1d27,41.25
0x532a,81.89
0x3609,75.55
0x95e6,79.05
0xb67a,73.66
0x3d19,75.65
0x3133,30.8
0x8bb0,85.83
0x72c7,78.76
0x235d,61.76
0x461c,85.32
0x7545,71.73
0x57b9,74.63
0xb01a,80.37
0x17d6,73.06
0x8380,44.09
0x4aeb,90.28
0xc449,83.17
0x8602,52.6
0x901f,79.82
0x4400,78.41
0xb7d5,82.9
0x73ba,82.48
0x5879,55.27
0x98f8,68.25
0xceb,33.23
0x6907,82.27
0x57b3,80.02
0x7497,77.55
0x7a63,78.06
0x2b0b,72.59
0xbe01,82.31
0x3aa2,83.78
0x269e,62.81
0x944e,72.33
0x5e0a,74.24
0xc00f,75.85
0x7655,46.78
0x9ae,80.2
0x9f4,81.14
0x8f4a,76.75
0x41d0,69.57
0x87b2,79.64
0x14b6,61.12
0x6012,81.28
0x197f,82.27
0x5f00,82.06
0x4723,77.02
0x32fb,81.88
0x5458,44.34
0x7969,72.46
0xba18,82.16
0x1b28,78.15
0x9365,84.41
0x746e,72.42
0xc899,54.49
0x88fa,74.89
0x7fa6,69.76
0x2758,77.97
0x61df,79.3
0x567d,75.82
0x6c38,81.82
0xbeb5,83.71
0x480e,78.25
0x160c,72.66
0x6dec,89.92
0xbd07,82.6
0x5c2f,79.44
0x558a,63.16
0x28e6,74.63
0x8fed,74.79
0x985f,76.63
0x1194,78.04
0x425e,63.89
0x9af6,76.36
0x545c,77.45
0x1eca,28.55
0x3336,65.94
0xb24b,58.73
0x6390,54.89
0x22ce,77.36
0x9ca7,79.39
0x7110,69.76
0x8d76,76.95
0x8e82,70.72
0x1534,42.74
0x3c8a,71.86
0xe27,67.53
0x974d,76.98
0x8676,50.81
0xbcf8,47.86
0x4f57,88.75
0x3aea,71.88
0x40e4,66.79
0x5c39,66.05
0x8c02,78.04
0x7d72,71.75
0xa38e,79.89
0x53ab,78.18
0x69f5,81.11
0x8a19,69.01
0x94cd,78.29
0x7145,78.45
0x3979,76.01
0x2dd6,35.15
0x50a6,84.06
0x647d,73.54
0xc790,77.43
0x87fd,78.68
0x7c39,66.36
0xc3e2,57.16
0xa6a5,78.55
0x1a2d,44.14
0x9acc,85.7
0xb31,77.49
0x85c1,74.69
0x6309,79.28
0x85d2,70.39
0xc05,79.19
0x4ed0,81.88
0x1360,74.09
0x5c6a,79.61
0x2b89,74.63
0xb490,65.36
0x1a8e,78.44
0x3685,46.86
0xb4c8,53.86
0x5fbe,84.83
0x9df1,80.76
0x148f,78.6
0x24d5,82.53
0xa34b,94.34
0x8a17,40.61
0x51f8,87.46
0x317c,71.33
0x977d,76.05
0xa321,72.13
0x30eb,80.1
0x24d6,97.53
0x79cc,75.08
0x4693,76.45
0x41bc,74.17
0x6de0,86.04
0x89c1,85.29
0x1e28,70.69
0xc174,84.21
0x8095,78.47
0x5b5a,82.02
0x2e91,75.46
0x3162,86.93
0x74a4,75.46
0x91ba,76.74
0x7c41,82.16
0x3ab8,80.84
0x515a,61.85
0x2b49,71.81
0x7c67,61.81
0x9a37,82.18
0xf8a,53.96
0x4976,66.75
0x4624,18.05
0x25d0,70.36
0x9386,76.94
0x20fb,78.82
0x4e9b,78.97
0x1d0e,81.92
0xab58,74.27
0x3c2a,76.41
0xa67,49.23
0x459d,83.47
0x8574,73.22
0x15dc,58.68
0x222f,74.94
0x8b02,67.98
0x96e0,77.87
0xa5d,38.59
0x1b68,75.28
0x6459,77.0
0x88bc,77.9
0xbba3,76.07
0xa7f,54.43
0x8f37,79.68
0x92f1,47.73
0x469b,75.2
0x2cd2,69.48
0x5fcf,45.6
0x5228,77.87
0xa7c9,67.79
0x6781,91.33
0x7333,77.98
0x723b,81.81
0x444c,74.13
0xca6,77.72
0xa75c,75.94
0xaa08,79.98
0x6039,74.92
0x1021,40.21
0x3f93,80.41
0x870b,68.22
0x814d,74.11
0xd99,81.74
0x5ef8,70.84
0xc4cf,74.22
0x1390,69.28
0x8ad4,80.18
0x5504,77.45
0x17e7,73.4
0xbcce,32.39
0x6b15,91.38
0x45a8,74.95
0x8f99,85.93
0x71fd,85.41
0x119c,66.48
0x54e4,75.79
0x106d,77.71
0xaf24,70.57
0x33e2,77.8
0x6efb,76.25
0x87b5,77.24
0x2b4d,84.12
0x83ee,59.45
0x6648,69.32
0x2182,66.13
0xc21d,76.44
0x4585,80.58
0x5ba7,81.15
0x2583,66.91
0x7487,70.65
0x1877,71.69
0x6494,73.05
0xbba6,76.21
0xab89,66.84
0x5449,78.14
0x78bf,72.81
0x61a4,84.23
0x3cc1,86.99
0xa089,29.82
0x8834,83.79
0x6172,73.62
0x3451,75.24
0x6165,71.55
0x34c9,76.4
0xab86,75.16
0xaf2b,76.85
0xa19f,63.44
0xa158,69.75
0x58fb,76.78
0x9304,74.14
0x7262,79.84
0x46fe,74.58
0x57a0,80.92
0x693b,80.13
0xc00e,77.48
0x6c11,78.61
0x3316,83.5
0x5bd1,75.44
0xbcb,77.11
0x5076,81.55
0x443a,74.92
0x546e,81.5
0x3331,44.67
0x1d95,31.35
0x7026,82.81
0x7618,75.59
0x1366,75.88
0xdc1,78.06
0x5aed,62.76
0x5d8c,72.11
0x816,75.08
0x42ea,78.81
0xc817,76.51
0x23b6,73.21
0x9d63,57.52
0x3e04,81.68
0x1f28,79.18
0xb59f,75.93
0x3110,45.62
0x8795,83.99
0xc126,66.31
0x36dc,77.08
0x9e68,83.79
0x4c9f,78.63
0x4b7f,83.34
0x2067,75.14
0x4f93,76.37
0xc935,65.55
0x5da7,46.77
0x9a25,74.83
0x5fd6,64.67
0x2597,74.72
0x2c8d,78.73
0x1b33,83.31
0xb467,79.86
0x76f1,64.51
0x7226,62.54
0x2543,82.25
0x2901,75.65
0xa706,81.37
0x1092,75.94
0x1f21,36.29
0x8ba6,71.11
0xec4,78.36
0xaaee,81.83
0x5618,76.88
0x6806,78.79
0x956c,78.18
0x1202,77.1
0x415c,64.56
0x63e5,82.4
0x14ba,68.3
0x17ca,76.98
0x7b42,71.72
0x6383,52.14
0x1f71,91.68
0x7191,77.39
0x46b8,80.39
0x631a,89.16
0x82f4,63.51
0x45a9,62.3
0x2da1,80.63
0xb041,88.31
0x665,38.8
0x8249,89.0
0x839,80.26
0x8eab,79.9
0x8889,89.2
0x6a15,76.92
0xc727,80.1
0xa20,74.41
0x553a,76.91
0x7211,76.23
0x2e1f,79.68
0x90ef,63.54
0x154c,73.64
0x63a1,82.36
0x2f79,70.77
0x2b1e,87.26
0x8e29,80.09
0x140b,75.79
0x9305,78.37
0x53dc,55.31
0x942,75.87
0xaa0e,76.41
0x237c,63.68
0xb3e3,81.49
0x150a,43.84
0x91f7,78.86
0xa5e7,88.38
0x8846,77.41
0x569c,61.67
0xfca,79.64
0x255f,90.41
0x3a33,80.51
0x408a,75.17
0x3a10,92.88
0x6e1a,80.47
0x3cd3,77.86
0xa32b,79.97
0x570d,41.86
0x5b08,74.64
0x8ea9,75.68
0x5fc1,80.3
0xb6d7,77.99
0x9e90,96.83
0x6f49,88.91
0x3f2e,78.62
0x6ef9,37.37
0x7e9,74.65
0xabdc,80.46
0x8e47,79.56
0x95c5,66.36
0x27ac,80.25
0xb9ad,86.29
0xa8e4,80.81
0xaa1c,80.92
0x427c,77.79
0x9d3b,77.56
0x3cad,77.4
0x84e5,78.21
0x2ba1,78.53
0x4077,78.24
0x2ca8,82.6
0x9269,69.96
0x7579,66.49
0x599d,91.27
0x6dfe,56.18
0xc24d,82.57
0x9ebe,78.3
0x2004,74.19
0x6c60,80.32
0x2469,75.11
0xc845,60.82
0x5e93,80.72
0x3913,78.52
0x589a,85.59
0x531e,84.36
0x2478,39.33
0x6f95,80.48
0x965,79.8
0x4ae6,89.8
0x9681,81.63
0x9295,57.38
0x9a14,76.49
0x81ce,49.22
0xe3f,43.49
0x42c8,70.85
0x6e2e,40.52
0xc3bf,41.41
0x51d5,76.51
0x7d71,84.43
0x127a,79.88
0x7b21,78.71
0xb5d4,78.13
0x9e1,55.77
0x6711,31.25
0x2aa2,71.38
0x8cad,76.78
0xb44,82.84
0xb05,74.56
0xbcca,63.08
0xabe2,78.26
0xa7b,36.88
0x68cc,93.36
0x246e,81.53
0x41f5,78.55
0x25bc,36.21
0x5f5b,79.63
0x954a,77.91
0x59db,87.74
0x7fb3,39.9
0x92bd,73.91
0xad28,81.26
0x44a1,76.51
0x1ec9,79.68
0x18de,78.19
0x8d61,74.04
0xa0c5,78.04
0xa0b9,75.64
0x9130,80.63
0x49ee,74.55
0xf72,34.83
0xc4db,73.54
0xb342,78.96
0xa1c8,81.92
0x4471,88.43
0x6d82,71.57
0x390b,73.41
0x911a,83.32
0x1e15,75.41
0xa2c5,50.3
0x338d,67.34
0xac2e,72.82
0x84c4,90.45
0x9abc,81.98
0x3186,35.46
0x775c,68.82
0xe8f,73.85
0xc281,68.25
0x4487,83.46
0xa827,79.95
0x1353,25.66
0x929e,79.51
0x4f01,71.35
0x50bc,87.98
0x4efb,77.42
0x2ff1,84.66
0x82df,74.67
0x7b4e,80.74
0xad2e,68.88
0x8ba2,74.68
0x99a4,49.98
0x2e15,61.48
0xa3de,75.96
0x4608,36.46
0x948b,77.42
0xaa69,83.06
0x760f,81.04
0x296e,76.55
0x5261,89.55
0xe41,70.67
0x5702,89.98
0xc644,76.21
0xd81,65.16
0x764,69.97
0x7818,74.89
0x3bfe,81.6
0x3cdf,76.79
0xa7ce,74.92
0x4601,90.88
0xb707,73.34
0x6474,80.07
0xbae3,77.17
0x2061,71.08
0x869d,81.64
0x89c0,90.36
0xc8a3,54.64
0x1391,84.28
0x40e2,38.08
0x30de,81.0
0xaff0,83.04
0x9d35,76.58
0x9d66,75.84
0x5f54,65.62
0x59c7,73.31
0x13ce,69.04
0x156c,77.24
0x3ae5,77.73
0x1553,82.98
0xc66b,77.61
0x9727,80.7
0x9f06,77.33
0x8242,67.41
0x629,69.72
0xc1c8,80.76
0x7bd9,78.43
0xa52c,77.06
0x7d8c,80.6
0x7b43,73.7
0x4f1b,69.0
0x757a,76.85
0x2201,61.59
0xbab3,58.89
0x8586,79.07
0xc5d1,79.18
0xdd4,70.53
0xc31a,88.54
0xa8b5,69.01
0x2e67,76.65
0x2962,60.45
0x90a7,81.07
0x6620,77.06
0xa370,70.69
0x9b7c,81.51
0xb164,72.46
0x9c1e,78.05
0x466d,77.75
0x6ebf,76.22
0x5daf,85.78
0xb609,75.48
0x6e73,49.18
0x201f,74.14
0x9781,82.79
0xb9c2,76.59
0x6a23,46.73
0x3624,37.88
0x8f10,81.51
0x39c8,72.63
0xc782,74.67
0xa249,81.35
0x68d5,80.98
0x2984,75.26
0xb68a,92.61
0x2df3,82.66
0x959d,79.07
0x7bc3,74.56
0x1aaa,74.11
0x9406,84.23
0x9ddb,78.21
0x8777,76.71
0x25b9,64.25
0xe84,90.68
0x7b8e,76.84
0x6df,79.59
0x8c9f,81.79
0x1196,80.03
0x9dc,75.68
0x4cd7,81.22
0x33c8,80.79
0x6857,63.9
0x22a4,71.97
0x8db6,67.36
0xc64f,78.18
0x6202,70.37
0x7881,80.66
0x6300,77.97
0xbfcf,58.65
0x208a,76.14
0x6a55,63.19
0x29d2,79.5
0x6566,65.7
0x2fab,72.54
0x3921,74.52
0xb223,73.66
0x603a,62.81
0xb557,82.54
0x449c,74.04
0xa595,64.24
0x1120,66.54
0x473b,69.81
0x1761,32.46
0x9fe5,72.67
0x8c2d,74.24
0x4d9c,89.82
0x4bb2,77.18
0x5ae3,42.81
0x1b10,46.82
0xc82e,66.49
0x5c57,86.35
0x3300,81.46
0xa6b9,90.93
0x4130,67.3
0x1145,81.45
0x5bc9,88.73
0x5755,57.32
0x1d64,78.48
0x580c,83.45
0x73b4,78.77
0x6d15,92.67
0x1bd9,75.04
0xf96,78.46
0x4492,75.49
0xc3b9,66.91
0x1354,80.47
0xb27e,52.15
0x601a,84.0
0x5320,80.02
0xb0db,77.7
0x34f9,78.43
0x368e,53.67
0x29ad,76.88
0x3577,73.65
0x4b54,72.49
0x3c72,77.33
0x9663,66.16
0x5948,66.52
0x2cec,79.71
0x8613,85.18
0xa110,75.98
0x5f5a,65.94
0x1d48,87.14
0x6fae,74.37
0x66fd,79.89
0x73ab,68.05
0x6b6,74.19
0xbdcb,38.22
0x4448,72.6
0x5554,70.88
0x6c84,79.95
0x5563,80.62
0x484d,64.97
0xa97,70.37
0x2c6b,79.69
0x7465,78.15
0x330a,69.99
0xbb7b,81.76
0x6650,57.62
0x46e0,60.41
0x441b,27.11
0x9228,76.14
0x3b94,81.17
0x9ebd,79.03
0xa8f9,91.49
0xc76a,78.34
0x93e4,76.93
0x826e,79.54
0x11f8,75.56
0x4345,71.79
0x2ef0,82.29
0x6fa0,45.59
0x2b1c,79.34
0x37e0,41.31
0x5786,75.19
0x7dce,63.16
0x1d6a,75.58
0x556d,76.16
0xc7dc,80.1
0x8f3d,76.23
0xa166,75.33
0x9797,81.72
0xc687,80.87
0xc3d2,37.6
0xa10f,66.95
0xb122,93.83
0xc576,80.71
0x276c,74.29
0x8d39,76.84
0x4bd0,70.92
0x9573,38.09
0x5eb1,65.87
0xc5e9,74.57
0x6cca,79.7
0xb7f9,80.1
0x537f,81.25
0x78e2,66.6
0xc777,73.64
0xb32c,67.86
0x130e,76.64
0xb991,76.33
0x8b47,77.75
0x28f7,90.08
0x2354,88.49
0xa9ae,63.49
0x20a7,73.59
0x8464,80.95
0xc519,70.33
0x699b,84.64
0x3b40,75.46
0x6129,62.94
0x8ea6,86.8
0x375b,82.67
0x24e4,80.46
0xaf7c,77.78
0x17c0,75.69
0xc5e8,88.61
0x3cc2,61.19
0x9fe7,59.02
0x1e3c,83.03
0x99df,85.09
0xbf60,69.43
0x6cc8,43.48
0xe70,71.89
0x1c42,73.12
0x34e7,44.95
0x7073,63.77
0x5447,73.91
0x43c0,82.44
0x5c2c,75.76
0xa809,78.64
0x773,31.34
0x4b1a,87.33
0xa50d,90.25
0x2721,70.3
0xa23c,83.91
0xa19c,81.72
0x90bf,77.9
0x3870,81.99
0x3ccb,79.21
0x8562,82.21
0x9b7b,73.54
0xb514,79.34
0x9d8b,79.39
0xb504,71.02
0x4a08,80.31
0x295c,76.38
0x949f,81.14
0x409e,74.04
0x9991,80.34
0x764a,90.51
0x637f,71.24
0x743c,76.08
0x884b,78.19
0xbd5,91.59
0x15db,71.93
0x6b2c,91.01
0x5d28,71.97
0x6a06,56.37
0x9e32,86.73
0xaf8b,77.45
0x21bd,74.69
0xc86f,52.25
0xc219,41.3
0x4516,72.82
0x85a2,79.13
0x7644,89.8
0x443f,71.35
0x7e22,74.9
0xd5e,77.37
0xbe70,80.45
0x6bc0,70.27
0xa4d4,82.17
0xa535,77.28
0x3900,80.75
0x75a1,87.12
0x15bd,87.34
0xc05f,84.14
0xc46d,66.87
0x729a,70.12
0x3d62,74.41
0x9acf,72.52
0x68bb,75.64
0x94f7,81.58
0xd4c,82.28
0x6f42,71.7
0xa197,75.67
0x79b4,74.74
0x41f1,48.19
0x2d29,81.61
0x9df7,73.8
0x8cb7,80.33
0x3b97,81.0
0x89db,69.19
0x19b0,80.98
0x3495,80.26
0x7797,67.44
0x9adc,79.29
0x8694,75.78
0x4de7,77.19
0x7581,87.37
0x2b4f,63.48
0x8c68,73.98
0x19cb,82.53
0x6514,81.18
0x83ec,74.58
0xc116,62.74
0xc4b3,65.87
0x80a8,76.05
0x5e84,61.69
0xae9e,67.73
0xbf52,81.62
0xe93,78.68
0x4990,70.05
0x38c8,78.79
0xc534,75.91
0x363b,82.08
0x4ab9,71.47
0x1b15,58.01
0x76a5,84.72
0x11e7,84.54
0xbbd9,72.7
0xfc5,77.96
0xa5e6,35.23
0xacce,76.75
0xaa12,91.6
0x9167,75.23
0x549f,24.51
0x2609,78.06
0x3f08,71.12
0xa7ed,80.28
0x1941,72.06
0x5526,73.3
0x8997,92.85
0x6b4b,83.8
0x1bb3,83.38
0x43d3,76.74
0x86a0,78.09
0xba08,91.41
0x4334,87.86
0x366d,89.12
0x63d5,70.84
0x869f,78.93
0xb89b,78.42
0x5052,76.95
0x6183,81.01
0x10de,81.88
0x4823,80.96
0x501b,77.89
0x9d3e,50.16
0x46df,78.45
0x634,85.35
0x4cf2,44.74
0x80f8,78.45
0xddb,85.08
0x5127,89.64
0xa0ab,76.75
0x7e97,61.12
0x1677,66.91
0x70fe,82.03
0x228b,75.15
0x5cd4,88.69
0x31b8,80.86
0x8d9d,38.99
0x651d,76.63
0xa8da,64.54
0xa769,33.77
0x78aa,85.09
0xb683,74.92
0x3098,79.7
0x4f91,75.13
0x5c1c,81.99
0x118a,73.08
0x9571,81.55
0x8621,58.67
0x2ec6,81.59
0x55d4,78.26
0x2d79,83.08
0x4b57,80.16
0x325f,74.29
0x79d4,42.91
0x479c,80.64
0x173e,75.81
0x3397,78.25
0xaf04,27.32
0x7a42,79.28
0x80bb,71.06
0x9cbe,70.06
0x3b18,75.99
0x5fd,78.34
0x3b41,78.42
0xb704,90.57
0x1a73,80.06
0xa7c6,73.14
0x4320,73.28
0x6d05,74.14
0x1d6d,73.16
0x55ed,80.21
0x5aa3,75.35
0x9b24,87.93
0x1ad3,80.91
0x82de,80.33
0x6126,69.74
0x76ef,74.05
0x9b21,77.2
0x357b,53.05
0x666b,81.64
0x6b51,78.48
0xb64a,86.88
0x9e4f,70.81
0x79d1,84.24
0x4262,79.02
0x42b5,83.32
0xda6,79.54
0x413e,35.09
0x30fc,81.26
0x66e7,82.9
0x9ab2,82.99
0x30ed,76.91
0xb398,76.43
0x5892,62.66
0x741,38.22
0x3213,78.94
0x9eaa,72.74
0x93b8,81.11
0x3097,81.9
0x1c14,48.74
0xa796,75.92
0x3e8b,85.41
0x5ab9,89.36
0x8141,20.2
0x20bb,70.93
0xc7d8,77.43
0x49b1,81.74
0x2c10,75.61
0x625f,76.53
0x1847,33.61
0x61f3,79.1
0x5f43,80.32
0x8990,77.71
0xa5d3,76.55
0x94b7,80.78
0x281b,51.76
0x5815,73.46
0x2277,75.03
0xa95,75.02
0xbcd4,68.86
0x3825,79.54
0x6661,70.99
0x3b31,68.12
0x20a2,88.19
0xa9e1,76.63
0x81c0,78.55
0x654,80.64
0x57e1,69.87
0x1cea,64.57
0x3f18,77.25
0x11ec,76.8
0x6a4e,90.64
0x2ae4,77.89
0x6671,85.67
0x7b45,80.78
0xf6b,66.3
0x7919,77.73
0xb18e,86.87
0xc3ac,77.48
0x318a,78.63
0x727b,80.0
0x32dd,83.34
0x6bc7,71.07
0x7823,78.61
0x2fae,71.92
0x58fc,79.05
0x7512,76.79
0x19af,81.85
0x9bff,81.06
0xa314,79.39
0x32aa,76.61
0xa537,90.55
0xbe81,78.32
0x4dd3,62.44
0xadaa,83.2
0xa1c6,75.89
0x1bf1,81.02
0xc6e5,55.55
0x86d1,62.11
0x71d3,80.15
0xcf3,77.56
0x2473,76.38
0x8616,77.88
0x1051,74.93
0x78cc,60.34
0xb65a,78.02
0xc507,33.89
0x987,79.67
0x37f8,78.45
0xa571,76.1
0xbe49,70.06
0xb7c5,66.71
0x7168,74.52
0x3170,81.7
0x9f87,71.72
0xc207,71.72
0xaa13,83.78
0x608c,79.83
0x7684,63.88
0xc9a,75.55
0xe4c,88.91
0x9591,78.46
0x1ef1,77.43
0x6fa9,30.6
0x5724,67.33
0x61e7,75.48
0x92ec,84.84
0xafc7,59.46
0x78a7,71.46
0xa2e6,78.45
0x5cde,68.65
0x1241,77.16
0x8c86,81.21
0x49d4,88.2
0x6b37,80.8
0x60c3,75.71
0x39e9,69.14
0xb5c7,81.05
0x48f3,80.88
0xc69c,43.0
0x8b4b,68.27
0x6ce6,81.09
0x3ed0,80.71
0x23c8,83.33
0xba76,46.04
0x758,81.11
0x73e1,80.21
0x8b83,80.62
0xb291,80.11
0xa93f,74.06
0x1255,81.09
0x513a,68.16
0x6218,72.77
0x40ce,83.2
0x2b27,75.97
0x73a4,79.5
0x1e92,72.02
0x857,59.79
0x7f39,90.57
0x9a64,71.69
0x6637,59.4
0x38d0,73.76
0x5e52,73.49
0xbd06,86.52
0x41ee,75.95
0x71cb,77.96
0x7e95,80.14
0x4b19,78.37
0x3621,56.23
0x6d17,85.35
0x6f77,68.99
0x94dd,79.34
0x86cc,35.17
0x6a51,81.43
0x6d12,80.32
0x4595,71.46
0x654e,77.47
0x34c6,85.57
0x7d2d,30.79
0xc427,63.1
0x6d0a,84.95
0x4b3d,80.87
0xa0c,78.09
0xae83,62.26
0xc4a1,83.8
0x7ebe,82.67
0x3b36,81.62
0xb56c,72.63
0x87fe,74.03
0x46db,71.87
0x1d3c,78.62
0xaf62,74.29
0x4328,75.03
0x4686,69.41
0x7e76,64.06
0xa5b,80.28
0x3326,73.25
0x8206,80.75
0x7c59,73.6
0x824a,69.44
0x6740,78.03
0xbbc8,21.84
0x8788,77.97
0xc90f,79.84
0x1675,78.06
0xa629,71.1
0xaeaa,59.01
0x321c,77.23
0xaba,75.92
0x5750,80.54
0xbc4c,54.41
0x27f1,86.09
0xa60f,83.42
0x9e20,81.46
0x5923,75.82
0x5328,60.84
0x9dec,77.83
0x11a2,76.91
0x5cc1,52.67
0x27f5,81.08
0x456d,35.04
0xc667,76.33
0x5bc3,77.42
0x1f9b,76.14
0x5dfc,73.45
0x6162,92.87
0x132e,79.96
0x29c3,73.88
0x8999,78.79
0xaf2,75.18
0x8147,68.52
0x6b0d,82.08
0x15fb,70.88
0x2967,72.23
0x48f9,80.57
0xc61a,44.28
0x99fb,75.32
0x1357,79.3
0x75c7,80.67
0xb817,74.57
0xc4ad,88.3
0x4c52,74.7
0x6c2d,71.33
0x34aa,75.57
0x6b2a,80.52
0x8c5a,61.22
0x8437,81.41
0x92b,78.22
0x5161,72.94
0x725c,33.02
0x2493,68.9
0x941b,71.75
0xc6a3,72.54
0x168c,75.53
0x3b80,78.78
0x8057,82.23
0x7eec,80.79
0x3fc3,35.32
0x1301,77.48
0x61dc,46.24
0x1235,62.77
0x239b,78.81
0x54d7,62.2
0xb09c,76.58
0xbb89,79.13
0xb3f0,74.65
0x4d5d,63.67
0x1ff3,79.0
0xb709,73.44
0x6242,78.36
0x595b,75.63
0x4905,82.54
0x94ae,73.73
0x11a1,79.3
0x26f1,87.8
0x3834,69.85
0x1eac,79.17
0x98db,81.85
0x1eb7,74.45
0x80e4,87.04
0x3b1e,81.25
0x996f,60.45
0x5c29,71.36
0xa148,80.66
0x2ffc,76.31
0xb989,75.43
0x5181,75.98
0x9ca8,73.18
0xc892,84.17
0xbafa,72.86
0x3668,47.63
0xb631,87.43
0x6b93,43.71
0xf50,66.21
0x1ca5,67.76
0x5ba5,78.19
0xa132,76.44
0x5776,80.8
0x6aba,75.37
0x8fa1,82.86
0x626f,66.8
0x5e02,88.77
0x53d6,84.32
0x7ca0,75.19
0x5d30,52.56
0x523a,69.73
0xcd7,78.8
0xc8a1,74.92
0x1e43,46.88
0x97c4,40.4
0x5c08,80.23
0xbf21,82.42
0x5ab8,51.31
0x32b8,80.69
0xc5f5,79.86
0xc42a,78.23
0x597c,79.93
0x259f,85.79
0x893e,76.26
0x8c7e,67.24
0xb2f5,77.99
0x6cfc,75.6
0x4f87,87.75
0x5319,21.36
0xb1cf,80.85
0xb417,78.51
0xa3bc,77.57
0x9d06,70.08
0x9a31,74.61
0xf95,78.31
0x9642,92.75
0x662b,72.58
0x1d39,73.09
0xaf0e,67.85
0x4406,78.04
0x5889,88.6
0x81b1,80.19
0x7558,84.02
0x5047,72.7
0x3fce,76.12
0xaad8,75.91
0xbc1a,75.99
0x46f6,86.02
0x9761,78.13
0xc6c4,74.67
0x3407,63.22
0x596a,80.3
0x7b0e,73.14
0x8a8b,76.98
0x7c4d,83.51
0xc7c8,72.44
0x9331,81.76
0x4c92,72.39
0xa1ba,72.06
0x314a,63.46
0x1543,89.92
0x84ab,74.71
0xbb85,66.61
0x404f,91.3
0x8fba,81.19
0x5373,80.67
0x77dd,67.99
0x5790,65.13
0x5e33,79.71
0xb3a2,69.83
0xb940,86.99
0x3cab,71.55
0x1cdc,75.64
0xb6fe,80.41
0x7c27,77.61
0xbc8,67.68
0x786d,86.38
0x7e4d,72.77
0x81c2,77.5
0x324f,66.73
0xbd8c,72.65
0x83b8,81.97
0x7e28,75.08
0x5707,76.37
0x4b9b,68.18
0x5d2e,72.97
0x58f0,76.34
0x6e95,85.32
0x8314,77.71
0x20dc,90.36
0x5bba,65.77
0x5333,50.42
0x9f8a,72.62
0x2c8b,84.79
0x55ae,71.26
0x1d23,67.51
0x7afd,75.57
0x80f0,37.08
0x5627,26.54
0x411b,73.63
0x8c91,79.22
0xbf6f,80.49
0x71d0,79.83
0xa065,82.6
0x1d7f,77.34
0xb315,73.25
0x9ea,73.82
0x8fa4,49.82
0x6ea0,80.17
0x82b5,77.17
0x8593,62.04
0xa4b2,85.74
0x68cb,91.21
0x91c8,90.6
0x5070,77.09
0x9530,76.84
0x2ab9,63.45
0x6ba8,76.81
0x2bf6,82.42
0x2fb3,74.81
0xa45d,72.04
0x1b69,77.64
0x46c7,74.35
0x4301,82.37
0x6b25,40.7
0xbd3e,75.36
0x43f2,74.45
0x7591,88.36
0x5e4a,65.05
0x3d1d,50.39
0x32d5,81.05
0x998d,80.29
